00:1A:70:F0:9C:4F,00:C0:23:B6:51:03,00:80:48:51:e8:52,00:03:52:8b:8d:10,00:C0:23:B6:51:00,00:C0:23:B6:50:92,00:03:52:8b:2a:60,00:1e:e5:f7:29:df,00:03:52:8B:53:F4,00:03:52:8B:53:F3,00:03:52:8B:53:F2,00:03:52:8B:53:F1,00:c0:23:6b:c5:f0,00:80:48:51:E8:52,40:4a:03:de:74:a0,00:C0:23:B6:51:01,00:03:52:8b:85:00,00:24:B2:37:35:3E,00:03:52:8B:2C:E1,00:03:52:8B:2C:E0,00:03:52:8B:2C:E3,00:03:52:8B:2C:E2,00:C0:23:B6:0E:11,00:03:52:8B:2C:E4,00:C0:23:B6:4F:C0,00:C0:23:B6:0E:12,00:c0:23:b6:51:00,00:03:52:94:5D:81,00:03:52:94:5D:80,00:03:52:94:5D:83,00:03:52:94:5D:82,00:03:52:94:5D:84,00:1B:63:2D:5E:F9,00:03:52:8b:89:10,00:0F:61:B8:1C:33,00:0F:61:B8:1C:31,00:0F:61:B8:1C:30,00:1a:70:f0:9c:4f,00:24:b2:37:35:3e,00:03:52:8B:8B:61,00:03:52:8B:8B:60,00:03:52:8B:8B:63,00:03:52:8B:8B:62,00:03:52:8B:8B:64,00:A0:F8:C3:BD:30,00:1E:E5:F7:29:DF,00:03:52:8B:85:04,00:03:52:8B:85:02,00:03:52:8B:85:03,00:03:52:8B:85:00,00:03:52:8B:85:01,1e:a1:e7:08:c2:b8,00:03:52:8b:2c:e0,00:03:52:8B:87:24,00:03:52:8B:87:22,00:03:52:8B:87:23,00:03:52:8B:87:20,00:03:52:8B:87:21,00:03:52:94:5d:80,40:4A:03:DE:CD:FE,00:24:7B:10:EE:60,00:1e:e5:f6:f6:ed,00:C0:23:B6:4A:32,00:C0:23:B6:4A:30,00:03:52:8B:2E:A4,00:03:52:8B:2E:A3,00:03:52:8B:2E:A2,00:03:52:8B:2E:A1,00:03:52:8B:2E:A0,00:C0:23:6B:C5:F1,00:C0:23:6B:C5:F0,00:03:52:8B:53:F0,00:15:70:A5:B9:30,00:03:52:8B:5F:64,d2:6b:9a:ad:b7:85,00:03:52:8b:2e:a0,00:03:52:8B:8D:12,00:03:52:8B:8D:13,00:03:52:8B:8D:10,00:03:52:8B:8D:11,00:03:52:8B:8D:14,00:03:52:8a:e8:70,00:03:52:8B:8C:E3,00:03:52:8B:8C:E2,00:03:52:8B:8C:E1,00:03:52:8B:8C:E0,00:A0:F8:DD:17:2A,00:03:52:8B:8C:E4,5C:0E:8B:13:40:E0,00:03:52:8b:24:c0,00:03:52:8B:37:61,00:03:52:8B:37:60,00:03:52:8B:37:63,00:03:52:8B:37:62,00:03:52:8B:37:64,00:03:52:8b:87:50,00:24:01:e0:d1:7d,00:A0:F8:C3:BD:75,1E:A1:E7:08:C2:B8,00:03:52:8B:24:C4,00:03:52:8B:24:C2,00:03:52:8B:24:C3,00:03:52:8B:24:C0,00:03:52:8B:24:C1,00:03:52:8B:2A:62,00:03:52:8B:2A:63,00:03:52:8B:2A:60,00:03:52:8B:2A:61,00:03:52:8B:2A:64,00:03:52:8B:32:D2,40:4A:03:DE:74:A0,00:03:52:8f:73:00,00:C0:23:B6:0E:13,00:03:52:8b:8b:60,00:C0:23:B6:4F:C1,00:C0:23:B7:8C:F3,00:C0:23:B7:8C:F1,00:C0:23:B7:8C:F0,00:80:48:51:e8:74,00:24:7b:10:ee:60,00:03:52:8b:5f:60,40:4a:03:de:cd:fe,00:03:52:8B:87:54,00:03:52:8B:87:53,00:03:52:8B:87:52,00:03:52:8B:87:51,00:03:52:8B:87:50,00:80:48:51:E8:74,00:c0:23:b6:61:b0,00:24:01:E0:D1:7D,00:C0:23:B6:51:02,00:c0:23:b6:52:40,00:C0:23:B6:61:B3,00:C0:23:B6:61:B0,00:03:52:8b:87:20,00:03:52:8F:73:04,00:03:52:8F:73:03,00:03:52:8F:73:02,00:03:52:8F:73:01,00:03:52:8F:73:00,00:03:52:8B:5F:60,00:03:52:8B:5F:61,00:03:52:8B:5F:62,00:03:52:8B:5F:63,00:03:52:8A:E8:72,00:03:52:8A:E8:70,00:03:52:8A:E8:71,00:03:52:8B:29:40,00:03:52:8B:29:41,00:03:52:8B:29:42,00:03:52:8B:29:43,00:03:52:8B:29:44,5C:0E:8B:13:B7:40,00:03:52:8b:53:f0,00:C0:23:B6:50:90,00:C0:23:B6:0E:10,00:1E:E5:F6:F6:ED,00:03:52:8b:8c:e0,00:C0:23:B6:58:91,00:c0:23:b7:8c:f0
-59,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-85,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-72,-95,-95,-75,-73,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-86,-87,-88,-73,-95,-95,-95,-95,-91,-95,-92,-91,-95,-70,-90,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-72,-95,-95,-89,-90,-95,-95,-95,-95,-80,-82,-95,-95,-95,-82,-88,-95,-95,-95,-95,-95,-95,-95,-95,-95,-89,-27,-29,-29,-30,-27,-95,-95,-95,-95,-95,-95,-76,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-81,-95,-95,-95,-95,-95,-95,-95,-65,-66,-64,-66,-69,-72,-75,-70,-73,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-44,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-82,-95,-95,-95,-95,-95,-88,-88,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-89,-89,-88,-95,-88,-95,-95,-89,-89,-89,-89,-89,-95,-95,-95,-95,-80,-78,-83,-84,-95,-95,-95,-95,-95,-89,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-55,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-67,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
-95,-95,-95,-86,-95,-95,-73,-79,-95,-95,-95,-95,-95,-95,-60,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-80,-95,-95,-95,-95,-95,-95,-95,-95,-83,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-63,-95,-95,-95,-95,-95,-79,-95,-95,-95,-95,-95,-95,-95,-83,-95,-95,-95,-95,-95,-67,-81,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-46,-95,-78,-95,-95,-95,-95,-95,-95,-95,-59,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-74,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-69,-95,-95
-60,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-83,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-72,-95,-95,-75,-73,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-71,-71,-83,-74,-70,-95,-95,-95,-95,-95,-95,-91,-95,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-86,-27,-29,-29,-28,-27,-95,-95,-95,-95,-95,-95,-91,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-82,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-67,-70,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
-95,-95,-95,-61,-95,-95,-53,-68,-95,-95,-95,-95,-95,-95,-60,-95,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-76,-95,-95,-95,-95,-95,-95,-95,-95,-71,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-71,-95,-95,-95,-95,-95,-76,-95,-95,-95,-95,-95,-95,-95,-85,-95,-95,-95,-95,-95,-64,-84,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-64,-95,-60,-95,-95,-95,-95,-95,-95,-95,-80,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-56,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-75,-95,-95
-95,-95,-95,-86,-95,-95,-73,-70,-95,-95,-95,-95,-95,-95,-79,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-75,-95,-95,-95,-95,-95,-95,-95,-95,-69,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-76,-95,-95,-95,-95,-95,-78,-95,-95,-95,-95,-95,-95,-95,-82,-95,-95,-95,-95,-95,-73,-78,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-59,-95,-69,-95,-95,-95,-95,-95,-95,-95,-77,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-79,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-73,-95,-95
-49,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-80,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-65,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-49,-48,-48,-48,-49,-95,-95,-62,-73,-73,-82,-73,-95,-73,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-57,-95,-95,-95,-95,-80,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-78,-66,-95,-67,-61,-95,-72,-73,-76,-80,-86,-95,-76,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-59,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-46,-59,-57,-57,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
-95,-95,-95,-85,-95,-95,-85,-83,-95,-95,-95,-95,-95,-95,-77,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-85,-67,-95,-95,-95,-95,-95,-95,-95,-95,-82,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-71,-95,-95,-95,-95,-95,-71,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-83,-80,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-62,-95,-83,-95,-95,-95,-95,-95,-95,-95,-77,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-88,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-58,-95,-95
-95,-95,-95,-76,-95,-95,-86,-86,-95,-95,-95,-95,-95,-95,-47,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-67,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-88,-95,-95,-95,-95,-95,-95,-95,-95,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-83,-95,-95,-95,-95,-95,-84,-95,-95,-95,-95,-95,-95,-95,-55,-95,-95,-95,-95,-95,-83,-83,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-52,-95,-66,-95,-95,-95,-95,-95,-95,-95,-52,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-74,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-82,-95,-95
-95,-95,-95,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-78,-95,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-73,-88,-95,-95,-95,-95,-95,-65,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-60,-95,-95,-95,-95,-95,-83,-83,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-85,-95,-88,-95,-95,-95,-95,-87,-81,-95,-83,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-63,-95,-92
-95,-95,-95,-80,-95,-95,-89,-85,-95,-95,-95,-95,-95,-95,-73,-95,-82,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-85,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-86,-95,-95,-95,-95,-95,-81,-95,-95,-69,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-79,-95,-95,-95,-95,-95,-82,-95,-95,-95,-95,-95,-95,-95,-77,-95,-95,-95,-95,-95,-88,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-74,-95,-83,-95,-95,-95,-95,-95,-95,-95,-76,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-88,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-85,-95,-95
-95,-95,-95,-76,-95,-95,-80,-69,-95,-95,-95,-95,-95,-95,-84,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-82,-95,-95,-95,-95,-95,-95,-95,-95,-75,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-76,-95,-95,-95,-95,-95,-79,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-60,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-66,-95,-50,-95,-95,-95,-95,-95,-95,-95,-82,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-76,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-72,-95,-95
-95,-95,-95,-95,-95,-95,-81,-86,-95,-95,-95,-95,-95,-95,-62,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-90,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-84,-95,-95,-95,-95,-95,-95,-95,-95,-85,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-76,-95,-95,-95,-95,-95,-82,-95,-95,-95,-95,-95,-95,-95,-82,-95,-95,-95,-95,-95,-83,-85,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-50,-95,-82,-95,-95,-95,-95,-95,-95,-95,-67,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-83,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-70,-95,-95
-84,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-53,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-87,-95,-95,-78,-95,-95,-95,-95,-95,-95,-88,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-76,-95,-75,-76,-75,-77,-76,-95,-95,-91,-86,-95,-95,-95,-95,-95,-84,-88,-77,-86,-88,-90,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-84,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-70,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
-95,-95,-95,-95,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-76,-95,-87,-95,-81,-95,-95,-95,-95,-95,-95,-95,-95,-80,-95,-95,-95,-95,-95,-95,-95,-68,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-65,-65,-64,-67,-66,-95,-95,-95,-95,-95,-95,-80,-80,-78,-80,-79,-95,-95,-95,-95,-95,-95,-95,-95,-95,-88,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-71,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-66,-95,-95,-67,-95,-95,-95,-95,-95,-95,-95,-95,-95,-78,-95,-95,-95,-95,-84,-88,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-86,-95,-95,-95
-95,-95,-95,-73,-95,-95,-78,-89,-95,-95,-95,-95,-95,-95,-70,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-88,-95,-95,-95,-95,-95,-95,-88,-95,-95,-95,-79,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-78,-88,-95,-95,-95,-95,-95,-83,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-84,-95,-95,-95,-95,-95,-86,-95,-95,-95,-95,-95,-95,-95,-86,-95,-95,-95,-95,-95,-72,-71,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-78,-95,-74,-95,-95,-95,-95,-83,-95,-84,-91,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-73,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-67,-95,-95
-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-74,-76,-70,-77,-95,-95,-95,-95,-95,-95,-95,-84,-82,-84,-65,-95,-95,-95,-95,-95,-95,-90,-65,-80,-70,-84,-95,-76,-95,-95,-95,-95,-95,-95,-95,-71,-72,-70,-74,-70,-95,-71,-95,-95,-95,-95,-88,-90,-88,-61,-61,-95,-95,-95,-95,-95,-95,-95,-95,-95,-82,-95,-95,-95,-68,-66,-67,-69,-95,-68,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-94,-64,-95,-70,-95,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-72,-95,-95,-95,-74,-95,-95,-79,-95,-95,-95,-95,-95,-95,-95,-95,-95,-57,-95,-95,-95,-95,-95,-66,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-81,-95,-95,-95
-85,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-90,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-91,-89,-90,-90,-90,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-62,-64,-95,-95,-95,-95,-95,-95,-90,-95,-95,-95,-95,-95,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-77,-95,-74,-74,-74,-74,-76,-95,-95,-95,-95,-95,-95,-70,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-65,-88,-87,-89,-88,-95,-95,-95,-95,-95,-95,-95,-95,-68,-95,-95,-95,-95,-95,-95,-95
-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-91,-95,-82,-72,-95,-78,-95,-95,-95,-88,-89,-87,-90,-88,-19,-95,-95,-95,-95,-95,-95,-75,-51,-56,-56,-56,-95,-64,-95,-95,-95,-95,-95,-95,-95,-55,-58,-58,-65,-58,-95,-76,-95,-95,-95,-95,-69,-69,-72,-68,-67,-95,-95,-95,-95,-95,-95,-95,-66,-69,-71,-69,-67,-95,-95,-95,-55,-74,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-74,-95,-95,-95,-95,-95,-95,-95,-71,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-55,-86,-86,-56,-48,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-56,-95,-95,-95,-95,-95,-74,-95,-95,-95,-95,-95,-95,-78,-95,-95,-95,-76,-95,-95,-95
-58,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-81,-80,-80,-81,-81,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-77,-95,-77,-81,-80,-95,-95,-95,-95,-95,-95,-95,-95,-66,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-85,-95,-95,-95,-80,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-28,-28,-27,-29,-27,-95,-95,-95,-95,-95,-95,-65,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-79,-95,-95,-95,-95,-95,-95,-95,-77,-78,-95,-95,-95,-76,-76,-76,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
-95,-95,-95,-76,-95,-95,-67,-68,-95,-95,-95,-95,-95,-95,-84,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-82,-95,-95,-95,-95,-95,-95,-95,-95,-72,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-72,-95,-95,-95,-95,-95,-81,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-68,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-68,-95,-54,-95,-95,-95,-95,-95,-95,-95,-82,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-74,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-73,-95,-95
-95,-95,-95,-79,-95,-95,-86,-88,-95,-95,-95,-95,-95,-95,-83,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-85,-84,-95,-95,-95,-95,-95,-81,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-78,-95,-95,-95,-95,-95,-76,-68,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-82,-95,-81,-95,-95,-95,-95,-87,-95,-95,-78,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-76,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-89,-95,-95,-95,-64,-95,-95
-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-82,-82,-83,-80,-95,-78,-95,-95,-95,-83,-81,-80,-82,-81,-85,-95,-95,-95,-95,-95,-95,-95,-79,-82,-95,-86,-95,-95,-87,-88,-86,-86,-87,-95,-95,-95,-95,-95,-95,-95,-95,-51,-95,-95,-95,-95,-79,-71,-70,-70,-71,-95,-95,-95,-95,-95,-95,-95,-77,-80,-71,-80,-81,-95,-64,-95,-95,-68,-95,-66,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-60,-95,-95,-90,-95,-90,-87,-95,-49,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-84,-82,-84,-86,-95,-95,-95,-95,-95,-95,-95,-95,-38,-95,-95,-95,-43,-95,-95,-95,-95,-95,-87,-95,-95,-95,-95,-95,-95,-88,-95,-95,-95,-95,-95,-95,-95
-95,-95,-85,-89,-95,-95,-86,-95,-95,-95,-95,-95,-95,-95,-60,-95,-82,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-82,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-82,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-71,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-57,-95,-95,-95,-95,-95,-95,-79,-95,-63,-68,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-72,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-84,-95,-95
